,mean_mfcc_0,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,std_mfcc_0,std_mfcc_1,std_mfcc_2,std_mfcc_3,std_mfcc_4,std_mfcc_5,std_mfcc_6,std_mfcc_7,std_mfcc_8,std_mfcc_9,std_mfcc_10,std_mfcc_11,std_mfcc_12,std_mfccs_delta_0,std_mfccs_delta_1,std_mfccs_delta_2,std_mfccs_delta_3,std_mfccs_delta_4,std_mfccs_delta_5,std_mfccs_delta_6,std_mfccs_delta_7,std_mfccs_delta_8,std_mfccs_delta_9,std_mfccs_delta_10,std_mfccs_delta_11,std_mfccs_delta_12,std_mfccs_delta2_0,std_mfccs_delta2_1,std_mfccs_delta2_2,std_mfccs_delta2_3,std_mfccs_delta2_4,std_mfccs_delta2_5,std_mfccs_delta2_6,std_mfccs_delta2_7,std_mfccs_delta2_8,std_mfccs_delta2_9,std_mfccs_delta2_10,std_mfccs_delta2_11,std_mfccs_delta2_12
2136_5140_000001_000000.wav,-294.1643,112.82664,13.090468,41.35207,36.496872,1.3053832,-1.3957703,1.4067106,-13.512892,8.776317,-15.724419,3.1981492,0.45183077,121.99999,65.33829,23.750881,35.855118,19.72672,17.183813,11.130363,15.75774,14.931385,10.801857,11.361229,10.590562,8.040134,17.303333,17.062346,2.8216002,8.061618,4.0757594,3.6485052,1.7344444,2.7592366,3.0763535,1.4138906,2.4875553,2.447496,1.7665759,12.776371,8.699394,2.8713105,3.321885,1.9683225,1.8574699,1.6532273,2.3142202,1.9595373,1.1275206,1.3470569,1.5453403,0.86017555
2136_5140_000003_000000.wav,-282.94843,116.518265,22.56006,27.868872,18.215315,0.27743635,2.2562735,-2.390096,-13.646117,7.395301,-15.653779,4.868832,-2.730812,111.54894,67.68901,29.731806,30.613585,25.767263,21.191362,15.027077,13.571578,13.749443,11.312105,12.531598,9.787557,8.743189,17.666842,13.513516,5.658389,6.1611323,5.2490344,4.556558,2.8719723,2.812628,2.4627829,2.2373052,2.1997292,1.8776327,1.6763108,11.274239,7.0073004,3.8950064,3.4096105,3.055835,2.6131825,1.851786,1.770232,1.6093636,1.4731295,1.3560284,1.1967037,1.1489035
2136_5140_000005_000000.wav,-319.35117,126.83904,37.176838,29.09062,11.770682,7.0982714,1.0379112,-6.639027,-5.672208,14.047765,-20.708305,9.629022,-2.1434968,110.312744,77.19967,27.832453,14.2394085,20.05776,15.750705,13.6081,15.615819,10.28673,7.572453,12.055758,9.349874,8.199207,21.499044,17.180302,6.3978534,3.0310228,4.0646753,3.9262,3.0569324,3.0086157,1.9765123,1.6249486,1.936287,2.1301382,1.5096967,13.249929,6.7487216,2.9323423,2.2662094,2.2645693,2.2471945,1.5883636,2.0197272,1.6127701,1.0184772,0.8649492,1.2499952,0.9434802
2159_179154_000008_000001.wav,-242.97906,55.077164,-7.370473,37.67986,-4.279349,26.943546,-15.12287,3.5997496,4.4671803,14.5164995,3.3893158,13.027206,-4.842212,115.09394,76.04018,33.75624,18.652473,22.083797,13.131024,14.058273,14.28678,10.323818,7.1440187,9.0599785,7.3178153,9.3335,21.083559,15.853373,9.231669,3.1456995,4.239176,2.80963,3.1516588,3.2564297,1.6172487,1.1751678,1.8247969,1.2751184,1.4731343,9.176884,8.361165,4.4056716,2.5923357,2.0749621,1.3847436,2.005846,1.6085682,1.2460841,0.89218986,1.2281145,0.8427139,0.75782305
2159_179154_000008_000003.wav,-259.97083,92.06489,-24.662157,41.97978,-10.243316,19.788746,-20.838991,13.394148,3.1169279,2.5597672,2.1522388,10.492561,-1.4070858,127.20434,52.913265,31.29909,26.757519,30.234535,10.911321,19.05921,14.288789,8.032684,8.675988,5.981024,8.415576,7.9647884,21.469078,10.691324,5.6458154,5.2334604,5.5144787,2.6759567,5.62668,2.6842794,1.2214689,2.136928,0.6296577,2.1520302,1.6869282,5.7292433,4.899595,3.2067199,2.9157717,1.9253511,1.5960077,2.4590487,1.2845728,1.1442307,1.4391438,0.9481687,1.1091584,1.1935532
2159_179154_000012_000004.wav,-266.51062,79.36764,-8.469468,50.738262,-8.520312,25.25587,-14.510648,5.504684,9.372227,6.4111123,-3.4718232,15.385605,-8.571076,109.42419,61.683884,29.836374,19.111074,32.364002,11.893717,24.92644,15.507062,9.748467,11.039109,9.771563,6.876274,8.246444,26.44284,14.049024,7.477341,3.483144,6.9605975,2.8317313,4.9117947,3.2154024,2.094242,2.4734013,1.5278438,1.2235794,1.3866017,11.006047,7.0195537,3.56621,1.6446123,3.7913158,1.6035522,2.2901015,1.6180681,1.2107693,1.5329915,0.99400043,0.86189497,0.78558946
2182_181173_000001_000000.wav,-429.27313,107.391426,-14.469192,23.306004,12.666504,-18.531147,-24.073212,-0.2064872,-23.879261,-15.747903,-21.222338,-3.414452,-21.828196,106.074295,52.322433,37.315536,26.636538,12.8126135,23.022799,12.818195,15.564026,12.920706,16.01117,16.101526,9.768075,9.292109,16.212996,12.184915,10.162708,6.0260406,1.5239873,5.1197424,2.608304,3.8466957,3.2994072,3.7006834,4.040724,2.170313,1.8001361,4.615143,4.082649,3.390004,3.0091298,0.786612,2.2648683,1.1338522,2.3356094,1.5157413,1.4575934,1.4569503,1.9240239,0.96501064
2182_181173_000002_000001.wav,-328.04346,93.28768,-15.538218,11.434678,-9.775085,-21.747507,-5.273962,-9.73925,-16.30613,-14.684682,-22.405567,-4.50431,-20.478682,97.24933,60.82576,37.367794,32.667446,27.548553,23.063988,18.057041,15.020347,12.151792,12.715459,14.72171,10.009283,11.719065,15.123096,12.563831,7.179305,5.8822684,5.042362,4.5199676,3.4852152,2.6160004,2.0663588,2.372071,2.7066731,1.9212984,1.9985003,9.322818,6.601538,4.2392135,3.2870326,2.5565205,2.8387702,1.9572366,1.5154893,1.2400832,1.4488988,1.5883378,1.3568771,1.2459961
2182_181173_000002_000002.wav,-314.34235,91.224434,-25.763174,15.066063,-5.742217,-18.053915,-10.318701,-11.364098,-14.942106,-9.986115,-27.707327,-3.964646,-22.545706,91.96795,68.35149,37.915657,32.76257,22.839865,22.046951,17.407097,14.999634,13.915066,12.177013,12.121445,9.569351,11.668517,16.116371,14.547368,7.6392713,6.4517627,4.2538457,4.125619,3.4114826,3.0711758,2.6940777,2.3860042,2.171161,1.818441,2.257309,9.802264,8.565594,4.4243927,3.206782,2.2273304,2.4331808,1.7944444,1.7753389,1.6537932,1.6491618,1.4822849,1.2209227,1.3461863
2196_170151_000002_000000.wav,-342.59506,100.38315,-22.684484,-3.7211587,-31.9884,6.7968173,-15.386293,-6.438002,-9.221008,7.335179,-4.441243,-0.61244804,3.1147034,85.04314,60.66704,29.651276,32.721664,23.340178,15.727,14.96363,12.645215,13.791664,10.748099,10.79842,9.782936,10.412067,14.438671,11.819645,6.2666283,6.12438,4.455189,3.304073,2.7500377,2.385609,2.4136915,2.0078068,2.1839807,1.676494,1.9870328,10.39388,6.546397,3.8934898,3.3927178,2.796426,2.1576664,1.9727049,1.4448687,1.5714235,1.4996551,1.4576168,1.0746331,1.2980307
2196_170151_000002_000001.wav,-316.75772,92.1294,-16.526804,-11.153886,-38.41932,7.34799,-20.016964,-7.3756824,-11.40319,4.9948153,-5.1474257,-3.112724,-0.115896866,84.98039,69.16707,40.975628,28.074217,23.03414,20.552513,14.314376,12.220997,14.441316,10.008669,10.121079,9.6538,8.915789,14.557801,13.595128,8.504451,5.1367364,3.8651721,4.3287435,2.6433957,2.051999,2.544015,1.8565218,1.9524713,1.7360587,1.6942811,10.509657,8.035919,4.9873,3.22671,2.7516606,2.6807063,1.6894202,1.4257485,1.7669442,1.3794779,1.2960627,1.3036398,1.106643
2196_170151_000003_000000.wav,-329.40607,94.40135,-15.558802,0.90813226,-40.317383,4.099502,-12.638139,-10.30337,-12.033106,6.558969,-4.858418,-5.138423,4.266281,81.22332,62.84984,33.21983,27.800323,25.70424,20.832201,18.665379,11.860291,15.127504,11.446784,11.792833,10.742748,8.8211355,16.408497,12.853554,6.7359953,5.367234,4.9124937,3.8035183,3.5326164,2.2678297,2.587306,2.065246,2.246175,1.8604919,1.5527827,9.491019,7.45137,4.424429,3.0461955,2.6907802,2.200474,1.8746012,1.4088697,1.6801459,1.3618288,1.3913207,1.2572263,0.9696354
226_122538_000004_000000.wav,-323.42715,58.11784,-21.914278,28.510113,-4.1620555,11.370145,-14.160547,9.004524,-9.168161,11.849222,-14.831999,9.791949,-4.971594,88.15494,43.42357,27.618881,25.402481,18.766441,13.246515,15.432011,16.454365,17.091797,9.178506,10.092315,8.927772,8.191561,13.598766,10.74085,4.6911016,4.970846,3.6021247,2.3131135,2.6828566,3.9207265,2.9731417,1.878061,2.0557845,1.7233409,1.9965426,10.237197,6.414951,4.0747504,2.0335884,2.3615386,1.8297616,1.6870013,2.571848,1.3558354,1.2788701,1.3471367,1.2267694,1.005149
226_122538_000006_000003.wav,-297.8229,61.44597,-28.603498,24.309578,-4.8494897,9.086467,-16.144407,6.007997,-12.81821,11.215306,-10.596967,7.5511427,-3.6182005,74.64206,55.01771,34.529766,29.428139,21.357716,16.190979,16.38131,15.7688055,13.511723,12.575287,12.030078,9.773407,8.738585,14.65962,10.602357,6.7832165,4.810272,3.998061,3.2379115,3.2002134,2.9372542,2.3637948,2.4990618,2.4271247,1.7891564,1.6612681,9.992394,5.926598,3.7714844,3.0951989,2.4048114,1.8695828,2.0702512,1.8089923,1.3741993,1.5858476,1.4867283,1.2615986,1.159523
226_122538_000007_000000.wav,-295.3803,63.46667,-32.017097,17.750425,-5.6068945,5.386413,-16.210001,7.3283443,-8.727269,13.9598675,-9.012659,6.662412,-5.3818073,70.23251,50.489395,37.521248,30.808817,22.324255,17.862434,15.980283,15.633791,14.395681,11.017428,11.670955,10.507071,8.901508,14.654061,10.526524,8.1700115,5.429064,4.0089326,3.4704738,2.8547363,2.979813,2.597413,2.167461,2.0820453,1.8921001,1.6179136,9.514329,6.994585,4.5082765,2.9537985,2.450171,2.1527638,1.7835519,1.8544476,1.6792954,1.3577067,1.2953931,1.1672285,1.0841297
2289_152253_000004_000000.wav,-319.46338,73.28209,-7.8247724,27.864315,17.718721,6.8325653,-8.092402,6.1209598,-10.739502,10.142712,-3.518471,-1.4479989,-2.385979,114.75015,67.433075,29.711441,32.429928,23.794983,19.742134,14.844174,15.116047,12.272881,12.146893,10.831037,10.25941,10.427467,19.936323,13.195625,5.9330525,6.418125,4.77023,3.970437,3.0160987,2.9479454,2.3233535,2.38741,2.0617106,1.9459482,1.8373595,11.405837,7.009245,3.9365475,3.363709,2.7429252,2.564859,2.0069106,1.7666318,1.470719,1.5252411,1.2469723,1.1315154,1.1900603
2289_152253_000005_000002.wav,-343.33606,69.975655,-5.569888,37.438847,25.666822,2.975345,-8.835282,10.637839,-8.939875,9.116533,-5.5486236,-0.27728862,-2.4934688,134.43471,63.925205,25.153353,30.284573,27.907017,18.59704,14.42435,12.750183,14.198464,12.139211,13.073627,11.528189,9.356847,22.445797,12.0060835,4.951338,6.0756245,4.932383,3.6400461,2.920438,2.4591591,2.7667966,2.2628489,2.6504242,2.2846966,1.9152532,10.491364,6.816771,3.2291534,3.4245267,2.9372354,2.2572815,1.885061,1.6735306,1.5748831,1.6072819,1.4605539,1.2729164,1.3072982
2289_152253_000006_000000.wav,-306.13022,62.205196,-11.040232,26.165882,11.988736,10.9606495,-9.9758005,5.110904,-11.476959,8.2535715,-2.9565797,0.8319352,-4.478774,109.00746,67.97685,28.617332,33.26712,26.811426,20.012276,14.51686,13.2826185,12.803633,11.366238,11.064411,8.3455925,10.372329,21.864029,14.188543,6.183617,6.477146,5.2165194,4.037026,3.0566,2.5648067,2.6403358,2.2058802,2.2773058,1.7039067,2.0146751,13.101796,8.188834,3.6117046,3.4957025,3.0336347,2.401271,2.0374773,1.653033,1.6014286,1.43187,1.2491858,1.1696782,1.3962226
229_130880_000000_000000.wav,-349.99637,140.64993,-1.7824705,10.138803,14.713667,3.8668823,-9.117083,-6.3649926,-14.076178,2.6742861,-10.0589485,-0.025562573,-2.6464276,119.228065,79.49649,25.285313,24.515875,19.822218,10.710528,14.638776,16.397633,11.186396,11.840422,10.118631,8.3427515,8.439161,23.249588,19.89738,4.145032,5.8503866,4.1777043,2.033432,3.5389779,4.088298,2.4750612,2.6608887,1.8324422,1.8411143,1.7326095,14.059889,11.4970045,2.4097548,3.2596004,2.381718,1.3062127,1.9352095,2.1510127,0.9863777,1.2707787,1.2509137,1.3285779,1.2928147
229_130880_000001_000000.wav,-348.35596,163.83824,-0.23363812,14.454352,11.889028,-4.874122,-5.418783,0.493486,-9.974395,0.14252958,-8.727171,-2.1277735,-3.4950116,72.47717,58.149178,24.527685,35.105427,17.920479,20.864616,14.459389,12.341848,13.1171465,13.126857,11.965699,12.532846,10.858084,13.764288,12.468982,5.1312137,6.619521,3.0032413,4.2980514,3.0013106,2.168786,2.3583486,2.8381534,2.5186858,2.4203165,2.0386293,9.515619,8.375762,3.1218984,3.3195255,1.6616405,2.7754276,2.001136,1.8506343,1.5091475,1.6105542,1.2057518,1.4224942,1.189665
229_130880_000002_000001.wav,-342.3021,136.17192,3.0297,3.11093,-0.2772042,2.9016805,-8.457661,-8.666617,-7.7089615,-4.6814947,-4.3619785,1.7553505,-6.43938,86.349464,70.37819,28.950947,31.413975,21.637238,15.803325,16.436346,16.833033,13.843408,15.708895,11.822403,11.872057,9.534825,14.518545,13.971589,5.86368,5.865606,4.066421,3.1072357,3.2564704,3.1249561,2.6044722,2.988852,2.3139842,2.1466823,1.7890025,9.353866,8.480023,3.651887,3.3144023,2.4755037,1.9548937,2.0756226,2.0214474,1.6865572,1.9329722,1.3833189,1.3213998,1.133467
233_155990_000002_000000.wav,-329.39078,85.61699,-44.396805,25.226574,-15.350234,-9.637789,-7.922114,-10.001121,-11.514961,-4.8043633,-5.4204,-5.481444,-10.331589,101.588974,56.296265,34.902958,30.54051,22.668276,18.483828,15.371042,13.496766,12.462758,14.414071,10.883179,9.842388,10.541671,15.98648,11.104719,6.535483,5.641245,3.959282,3.6971624,2.7662973,2.4430022,2.1506097,2.6657264,1.9507691,1.8643194,1.862049,9.224551,6.03628,3.5661595,2.8008044,2.2144074,1.9983594,1.84192,1.6005939,1.2801316,1.6925869,1.1608489,1.2107562,1.2405128
233_155990_000002_000002.wav,-334.52325,93.30572,-44.58957,24.213562,-17.078186,-9.480631,-10.025336,-8.536238,-15.704389,-4.865066,-4.3567314,-3.4891272,-9.629688,107.24331,57.123356,31.329025,28.484856,25.823008,18.060368,17.011684,12.788976,14.114743,14.28921,12.583398,9.521284,11.189591,16.006844,11.399319,5.844359,5.382497,4.6415963,3.7920496,3.1929343,2.328348,2.4153907,2.6896377,2.454015,1.7683849,2.0624473,10.065265,6.285287,3.7649248,2.8896375,2.5098908,2.197006,1.9593691,1.5508989,1.5468851,1.5533786,1.2714195,1.1621771,1.3101108
233_155990_000003_000001.wav,-356.84232,85.5219,-45.229935,33.575245,-7.544646,-6.905356,-12.777515,-8.91326,-16.857985,-7.9831047,-5.3046956,-2.0021527,-14.126299,107.440735,51.044006,31.216188,29.36855,19.282701,15.6181965,17.934015,11.026919,13.554922,14.241354,13.373795,8.442849,10.629482,17.278543,11.167368,6.102149,5.8836665,3.6590936,3.346721,3.4045472,2.2238247,2.4178042,2.7999604,2.5591998,1.4484353,2.009385,9.630475,6.1933928,3.5184228,3.0410717,2.3623123,2.1132672,2.103817,1.446538,1.4052228,1.7381436,1.4867972,0.98548406,1.3149359
2384_152900_000006_000004.wav,-282.41928,87.12198,-2.0422528,36.130325,10.591662,-0.10362786,3.484545,3.1199644,-21.297178,15.180278,-13.374187,8.010579,-1.1378802,110.49095,69.87829,25.319803,26.989105,26.830269,19.252638,15.020899,13.650172,18.537205,12.783946,13.400074,8.867128,10.74257,21.279222,14.712269,5.1503973,5.1071744,5.9029417,3.9209585,2.977038,3.2518373,3.812692,2.2500553,2.486197,1.6217701,1.8663661,12.175539,7.4380693,3.6555998,2.5501194,3.3553617,2.5295484,1.960762,2.1704664,2.8864505,1.3722569,1.9309034,1.5769069,1.5774825
2384_152900_000007_000003.wav,-297.37585,89.40352,2.7159004,35.915863,19.086496,5.7771053,-2.3720253,4.6306124,-20.866114,11.880286,-10.458658,8.370004,-1.8908662,115.23781,65.94151,28.553795,26.77136,22.30378,20.036428,12.866483,11.7927,19.109526,12.580747,13.71877,10.775109,11.35393,19.369793,13.488628,5.3763514,5.0354266,4.354585,4.2695694,2.607002,2.2925494,3.6159604,2.4223857,2.2216036,1.9557215,2.0625827,11.197365,8.869033,3.41325,2.713497,2.2895,2.382638,1.6605434,1.4595295,2.234225,1.4692076,1.3537179,1.1115649,1.3097575
2384_152900_000007_000006.wav,-293.81262,94.85581,1.5356609,29.953037,11.657232,2.2536545,4.3807025,2.271853,-26.244583,16.271397,-11.588889,10.922979,3.3733828,108.1634,78.40861,28.174938,29.002678,18.93302,18.056381,9.387344,13.7013,21.281588,12.585036,12.591392,11.050612,12.409884,22.144543,18.02452,5.84361,6.3584285,3.565651,3.4917765,1.799134,2.5760453,4.3321257,2.6735806,2.7840858,2.492589,2.6393962,13.531378,10.103036,4.1908426,3.3823926,2.461232,2.051617,1.4427505,2.3912506,2.7856038,1.904189,1.48063,1.5334702,1.6716483
2391_145015_000001_000000.wav,-317.64728,88.92072,-32.63168,18.174852,1.4154832,-1.1102811,-11.526453,-8.730729,-28.91835,-11.254747,-4.4155054,3.1348844,-4.1511803,96.780685,69.02048,36.536896,34.417618,25.145266,13.16866,16.15743,11.52282,10.891421,12.541234,11.649143,6.8621154,6.811343,15.948669,16.256075,7.4601545,8.464671,5.825076,3.0810306,3.6393833,2.277114,2.140758,2.1427674,2.6292176,1.1161376,1.5536013,11.6292715,7.315505,4.481035,3.125285,3.059652,2.2120314,2.006811,1.1972665,2.1862342,1.9570113,1.4856007,0.9309618,0.81159663
2391_145015_000003_000000.wav,-319.6146,85.47059,-13.49391,9.106176,5.5701704,-8.668081,-12.149183,-13.670191,-17.538187,-7.609237,-6.2994003,-4.372513,-0.94226617,78.90865,57.088757,36.112545,29.366371,18.835073,18.550798,15.484545,14.52568,11.97,11.708633,10.184037,8.930376,9.129646,12.761875,13.134002,7.9566646,6.2462234,3.5564704,3.8104696,2.8662798,2.5592372,2.2658706,2.2007308,1.9086243,1.6748421,1.5373008,9.065438,7.916708,4.865217,3.3784828,2.2132494,2.5370595,1.6553991,1.8207103,1.4848118,1.289046,1.3090216,1.282519,1.0077771
2391_145015_000003_000004.wav,-316.47308,85.66322,-13.919394,10.479814,8.83696,-11.885545,-12.359568,-14.325943,-17.816423,-7.157984,-8.178815,-1.606705,-1.6964089,86.514435,52.54782,33.681526,26.561129,21.145636,20.721828,16.049482,14.969533,12.230461,12.037796,11.316745,9.108949,9.164488,13.687086,10.901504,7.025267,4.73274,3.6079712,4.342152,2.8140333,2.8298278,2.21349,2.1483662,2.1574113,1.7328461,1.564513,9.317683,6.620873,4.547037,2.765207,2.2608354,2.7865958,1.7324016,1.9484606,1.5276487,1.4073051,1.3703071,1.1285586,1.1137915
2416_152137_000007_000000.wav,-299.932,73.53704,-5.5597763,30.632408,-7.114716,3.1603365,-6.739104,6.6385703,-2.5171056,6.8694835,-11.1619835,8.983412,-7.1705856,102.573875,52.483257,32.2691,33.84061,19.293785,23.00937,13.392218,16.574802,12.594337,12.774685,10.996576,10.541349,11.791491,18.491669,10.312393,6.631703,6.8088446,4.3222256,4.1928444,2.5756402,3.3628476,2.2636197,2.618108,2.0286205,2.148136,2.3346794,10.702901,6.068972,4.011175,4.3650107,2.555815,3.0692782,1.6902479,2.4921918,1.6450155,1.6323309,1.4472362,1.4631099,1.3637624
2416_152137_000008_000001.wav,-306.63394,69.16129,-3.4833949,24.589525,-6.3259683,6.48299,-7.9138536,3.8378935,-3.2437294,11.788583,-12.43256,8.560238,-7.76109,99.20313,60.958054,32.647087,28.419125,19.849003,22.305685,15.129999,19.01947,12.938057,12.067457,12.787707,10.742095,13.141399,17.657574,12.95795,6.819865,5.7596793,3.8746843,4.8618317,2.9998548,3.745458,2.1705303,2.104484,2.5489733,2.0683844,2.3065913,10.494713,7.285799,4.039644,3.3442345,2.251578,2.975749,2.0227985,2.3001995,1.515358,1.3993148,1.5873739,1.3973471,1.4007792
2416_152137_000008_000003.wav,-314.20068,79.02792,-7.9440765,23.069729,-12.059624,6.2156262,-5.2704773,0.58923644,-1.1178514,10.480947,-8.443833,9.34441,-7.2389193,105.18728,63.785736,31.718218,34.98426,23.212273,20.419199,17.084732,17.230772,15.300461,12.380829,12.03377,10.923513,12.346248,14.672959,13.413758,6.1965904,6.4748716,3.9366379,3.9583,3.2938519,3.3353229,2.8165786,2.2439399,1.9534062,2.0390155,2.243973,9.911911,8.3149395,4.035131,3.8033621,2.6939166,2.69637,2.184363,2.1702833,1.810169,1.547125,1.3911501,1.4785819,1.3916196
2436_2476_000004_000001.wav,-313.2729,88.952805,1.9011271,16.146177,12.645278,11.480567,1.3157436,11.030611,-17.790392,2.4402914,-9.472287,6.386725,-10.629258,104.23505,69.96368,28.49342,23.054914,23.520096,17.540586,12.566411,11.293353,11.713002,11.311359,9.842182,8.730638,9.435695,14.465171,15.695373,5.097082,4.870157,4.9443707,3.7025523,2.7611458,2.52287,2.0716293,2.2999232,2.117972,1.7748879,1.8375133,7.5973816,10.078413,3.7834418,2.7666183,2.7574363,2.228673,1.9036167,1.4130099,1.2560953,1.6672511,1.3335513,1.2993265,1.233563
2436_2476_000004_000003.wav,-269.69986,133.67358,-16.48661,-7.8349175,9.040713,0.2951235,6.7592273,2.5614629,-20.146318,-1.2773489,-7.353339,7.9596457,-10.4795685,103.66225,61.21459,27.226734,20.358139,21.811552,21.438103,8.839522,15.359494,13.7377405,10.662671,11.5634575,8.560288,9.426493,18.944437,15.110313,5.8364916,3.4455495,4.4084315,3.7253315,2.0032825,2.431498,2.3675847,2.078031,2.2657511,1.5832005,1.3882473,9.702778,8.6761055,3.3431482,2.5101268,2.1389747,2.2907026,1.2556621,1.993547,1.9570413,1.4959652,1.4585277,1.2725714,0.87877274
2436_2476_000004_000006.wav,-296.36142,118.6505,2.4906056,13.3282585,23.53255,1.2234197,2.8312118,7.5468235,-20.472021,-2.3808331,-11.242491,-0.68184036,-10.113748,105.504074,60.984283,31.38966,28.368645,26.889973,20.405846,13.233635,12.4096775,14.453848,10.842687,10.904271,9.947277,8.340609,15.71448,12.149916,5.3341074,5.9239726,4.7888827,3.7779837,2.442022,2.129213,2.5856845,2.0276673,1.8557513,1.9202886,1.5629519,8.084205,6.809973,3.2776227,3.4601502,2.803228,2.3853278,1.656852,1.7389258,1.5364543,1.4172344,1.413568,1.308119,1.0155493
248_130652_000015_000001.wav,-277.74307,34.663883,-8.755213,22.262146,-8.05546,16.03189,-4.730484,9.473169,-13.873018,11.482444,-6.6862297,12.487242,-11.251218,85.59961,67.32764,36.29938,28.382767,19.77246,17.977472,19.21041,15.056218,9.983359,10.623642,10.1448,9.997522,6.7529182,17.512875,14.708759,8.384184,5.3648467,3.874244,3.1663232,3.4549458,2.905016,1.748907,2.3885374,1.5603732,1.86972,1.0993706,6.595696,7.5188026,4.2392845,2.3641403,2.775643,2.1898928,1.8570776,1.8768066,1.4348783,1.1857129,0.9657394,0.98269254,0.7968563
248_130652_000015_000003.wav,-290.6061,36.25192,1.245252,27.325888,-3.9898329,15.454433,0.28181586,6.623932,-15.703632,8.403199,-7.805005,11.790704,-10.013887,73.13508,62.488777,31.912165,19.195854,23.235577,13.720568,16.143084,13.61918,12.045495,7.8407426,9.6003685,9.069615,8.310107,11.790807,9.89898,7.8753104,3.3598893,4.5770535,2.5406122,2.473425,2.5319645,2.325323,1.4548968,2.149788,1.415867,1.5681595,8.637036,5.924847,3.0725346,1.7229701,3.56386,1.6041998,2.1883364,1.3446847,1.5457089,1.335477,1.4688674,0.97741646,1.3830428
248_130652_000025_000000.wav,-296.18396,58.030243,-27.519281,41.619587,10.828788,2.8313212,-14.267696,2.7385955,-12.684618,14.383261,-12.09791,13.182331,-9.7826395,87.008934,22.535149,28.41368,19.540157,21.887724,20.032677,11.778554,15.011649,12.814375,11.574061,13.04519,10.8573885,7.2504044,19.391197,4.5445194,5.646705,4.8589563,4.99081,4.678574,2.6996474,2.8134542,3.1467302,2.4474585,2.6208556,2.1116223,1.440064,5.8663564,3.4717581,3.4584212,3.5065548,3.1691449,3.3535511,1.5798669,1.6850542,1.7148508,1.7110752,1.2399566,1.3236332,1.1176184
250_140277_000002_000000.wav,-377.69238,70.945175,13.79411,15.306745,-3.3187888,9.674658,-22.642305,-9.09314,-8.772408,9.340173,-2.4433548,7.9169645,-3.8644838,81.93352,67.84327,44.44052,12.306687,11.648773,9.951478,18.70637,12.281558,9.583328,6.072134,7.773696,12.007129,8.78182,13.957761,15.285806,6.7000775,2.5872598,2.998131,2.229054,3.0989678,2.380382,2.3227735,1.4182483,1.5442462,2.7488902,2.1910536,6.7308097,7.4620304,3.368005,1.8646019,1.4885615,1.1433747,2.2940814,2.2335403,1.2729347,0.9717881,1.2746907,1.1594499,1.0934922
250_140277_000003_000000.wav,-374.73645,103.64591,-0.7767142,28.47794,-6.5569105,0.27427548,-19.029129,-12.56176,-14.329545,-5.0802293,0.4116482,0.6352457,-2.1268454,71.70239,49.59843,30.112732,26.28356,22.067904,14.782238,17.383299,14.073385,12.783961,10.599516,10.083865,9.220604,9.396172,13.362192,10.447926,6.3500896,5.0255175,4.2034755,2.8881245,3.3686173,2.8440075,2.4395735,2.0678523,1.9075197,1.8030375,1.6852955,9.271081,6.819756,4.2055063,2.929644,2.4863133,1.9234412,2.1703613,1.8098056,1.5402311,1.5172784,1.2022758,1.2294904,1.0894566
250_140277_000003_000001.wav,-363.81992,90.62418,3.97398,26.415483,-3.7928295,-3.5606108,-16.706873,-12.543383,-13.59279,-4.8047676,-2.7501707,-1.4467986,-0.10850994,64.497986,55.98993,32.79369,26.949986,22.435019,18.005358,15.684655,14.374877,14.365318,10.759142,8.611578,10.241238,8.596201,11.976163,11.942239,6.974699,4.705734,4.4112625,3.7877412,3.0143263,3.046597,2.4845834,1.9550833,1.5642943,1.966574,1.5703485,7.5640407,7.623807,4.338647,2.7750702,2.583135,2.4896812,1.920019,1.8840778,1.5914564,1.2977136,1.1787841,1.409053,1.0316683
2514_149482_000004_000001.wav,-302.67096,107.255,-5.465007,42.208565,11.60321,12.990016,8.237027,-5.3053083,-5.5735326,-5.875159,3.4637945,2.7472138,-9.61826,108.93726,65.92665,32.356506,21.884161,22.830206,15.425293,13.385417,22.48989,14.8358345,15.709241,12.613553,11.874595,9.793552,15.193937,13.81379,6.518334,4.3875885,4.258651,3.1985297,2.4477165,4.302216,2.5175898,2.952736,2.297065,2.433583,1.7098408,10.365741,8.663789,4.174818,2.4777567,2.6187978,1.8421957,1.6970735,2.5421295,1.5348638,2.04046,1.4389088,1.292934,1.174613
2514_149482_000004_000002.wav,-303.1434,111.703064,-6.895657,42.644794,22.14245,10.1875105,4.339517,-3.2794027,-2.5705295,-4.052136,3.871366,-1.8463573,-9.732431,98.43243,58.01635,31.650564,25.618517,26.439554,16.076347,14.423235,21.944613,14.67518,13.099822,12.408511,12.652681,9.835416,16.993713,11.75029,5.9687285,4.7937765,4.423943,3.284662,2.7326415,4.123719,2.6567516,2.2429285,2.2919698,2.3534598,1.8307791,9.411289,8.129952,4.037686,2.566463,2.4131322,2.0493665,1.6956513,2.6903765,1.5414131,1.5562718,1.3950619,1.347824,1.1856385
